Randomizer Version: 4.6.0-dev
Random Seed: 166429477210202
Settings String: 321WRIEEnKKAo0CkAKRAAKeBhtESQEAFAACCQAuMgAAAAACwhCI2gTkwYYICTIHBwMyAAUYAsIQiAAAAAAJUG9rZW1vbiBYsrKwYoTcQEI=

--Randomized Evolutions--
Bulbasaur       -> Nidorino       
557 Dwebble          |           - |TM02 Poison Jab |              - |               - |          - |              - |                - |TM08 Comet Punch |TM09 Electro Ball |TM10 Retaliate |TM11 Shadow Ball |TM12 Metronome |           - |         - |TM15 Frenzy Plant |TM16 Icicle Spear |TM17 Sonic Boom |TM18 Inferno |             - |         - |TM21 Electrify |             - |TM23 Stomp |TM24 Freeze Shock |TM25 Toxic |                - |            - |       - |TM29 Growl |TM30 Psybeam |TM31 Splash |TM32 Water Gun |TM33 Rock Blast |         - |TM35 Acid Armor |                 - |                - |             - |TM39 Spike Cannon |             - |TM41 Pay Day |           - |TM43 Fusion Flare |        - |TM45 Double Slap |TM46 Smokescreen |TM47 Shadow Claw |TM48 Metal Claw |              - |TM50 Metal Sound |TM51 Fairy Wind |TM52 Hydro Pump |TM53 Hyper Beam |            - |TM55 Rest |            - |TM57 Phantom Force |TM58 Luster Purge |                   - |             - |TM61 Force Palm |               - |              - |TM64 Light of Ruin |TM65 String Shot |              - |              - |TM68 Quiver Dance |TM69 Mega Drain |TM70 Flash |TM71 Reflect |        - |          - |                  - |               - |         - |                - |              - |TM79 Double Team |               - |         - |                 - |TM83 Wide Guard |TM84 Hyper Fang |              - |TM86 Haze |               - |           - |TM89 Weather Ball |TM90 Zap Cannon |TM91 Reflect Type |TM92 Magma Storm |              - |TM94 Rock Smash |            - |TM96 Icy Wind |              - |TM98 Headbutt |         - |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
558 Crustle          |TM01 Confide |TM02 Poison Jab |              - |TM04 Aura Sphere |          - |TM06 Fire Blast |TM07 Wake-Up Slap |TM08 Comet Punch |TM09 Electro Ball |             - |               - |             - |TM13 Amnesia |TM14 Scald |                - |                - |              - |           - |             - |         - |TM21 Electrify |             - |         - |                - |         - |TM26 Spacial Rend |TM27 Meditate |TM28 Dig |         - |           - |TM31 Splash |             - |TM33 Rock Blast |TM34 Round |              - |TM36 Diamond Storm |TM37 Cross Poison |             - |                - |TM40 Sunny Day |TM41 Pay Day |           - |TM43 Fusion Flare |        - |               - |               - |TM47 Shadow Claw |TM48 Metal Claw |TM49 Punishment |TM50 Metal Sound |              - |              - |TM53 Hyper Beam |TM54 Bug Bite |TM55 Rest |            - |                 - |                - |                   - |TM60 Iron Tail |TM61 Force Palm |               - |              - |TM64 Light of Ruin |               - |              - |TM67 Night Daze |TM68 Quiver Dance |TM69 Mega Drain |TM70 Flash |           - |TM72 Mist |TM73 Sketch |                  - |TM75 Signal Beam |TM76 Mimic |TM77 Iron Defense |TM78 Horn Leech |               - |TM80 Heart Stamp |TM81 Quash |TM82 Thunder Punch |              - |TM84 Hyper Fang |TM85 Giga Drain |TM86 Haze |               - |           - |                - |TM90 Zap Cannon |                - |TM92 Magma Storm |              - |TM94 Rock Smash |            - |TM96 Icy Wind |TM97 Acrobatics |            - |TM99 Ember |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
559 Scraggy          |           - |              - |              - |               - |          - |TM06 Fire Blast |                - |TM08 Comet Punch |TM09 Electro Ball |             - |TM11 Shadow Ball |TM12 Metronome |TM13 Amnesia |TM14 Scald |TM15 Frenzy Plant |                - |              - |           - |             - |TM20 Taunt |             - |             - |TM23 Stomp |                - |TM25 Toxic |                - |            - |TM28 Dig |TM29 Growl |TM30 Psybeam |TM31 Splash |             - |              - |TM34 Round |              - |                 - |                - |TM38 Follow Me |                - |             - |           - |TM42 Counter |                - |TM44 Yawn |               - |TM46 Smokescreen |TM47 Shadow Claw |              - |              - |               - |TM51 Fairy Wind |TM52 Hydro Pump |              - |            - |        - |            - |                 - |TM58 Luster Purge |                   - |             - |              - |TM62 Volt Tackle |TM63 Noble Roar |TM64 Light of Ruin |TM65 String Shot |TM66 Magic Coat |              - |TM68 Quiver Dance |TM69 Mega Drain |         - |           - |        - |          - |                  - |TM75 Signal Beam |         - |                - |              - |TM79 Double Team |TM80 Heart Stamp |TM81 Quash |                 - |TM83 Wide Guard |              - |              - |        - |TM87 Guard Split |TM88 Psywave |TM89 Weather Ball |TM90 Zap Cannon |TM91 Reflect Type |               - |TM93 Rock Slide |              - |            - |            - |TM97 Acrobatics |            - |TM99 Ember |             - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
560 Scrafty          |TM01 Confide |TM02 Poison Jab |              - |TM04 Aura Sphere |          - |              - |                - |               - |                - |             - |TM11 Shadow Ball |             - |TM13 Amnesia |TM14 Scald |TM15 Frenzy Plant |                - |TM17 Sonic Boom |           - |             - |         - |TM21 Electrify |TM22 Aqua Ring |TM23 Stomp |TM24 Freeze Shock |         - |TM26 Spacial Rend |            - |       - |TM29 Growl |           - |TM31 Splash |             - |              - |         - |              - |                 - |                - |             - |TM39 Spike Cannon |             - |           - |           - |                - |        - |               - |TM46 Smokescreen |TM47 Shadow Claw |TM48 Metal Claw |              - |               - |              - |              - |              - |            - |        - |TM56 Megahorn |                 - |TM58 Luster Purge |TM59 Thousand Arrows |TM60 Iron Tail |TM61 Force Palm |               - |TM63 Noble Roar |                 - |               - |TM66 Magic Coat |              - |TM68 Quiver Dance |TM69 Mega Drain |TM70 Flash |           - |        - |TM73 Sketch |TM74 Smelling Salts |TM75 Signal Beam |         - |                - |TM78 Horn Leech |               - |TM80 Heart Stamp |         - |TM82 Thunder Punch |              - |TM84 Hyper Fang |              - |TM86 Haze |TM87 Guard Split |           - |                - |TM90 Zap Cannon |TM91 Reflect Type |TM92 Magma Storm |TM93 Rock Slide |TM94 Rock Smash |TM95 Bug Buzz |            - |              - |TM98 Headbutt |         - |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
561 Sigilyph         |           - |TM02 Poison Jab |              - |TM04 Aura Sphere |          - |TM06 Fire Blast |                - |TM08 Comet Punch |TM09 Electro Ball |             - |               - |TM12 Metronome |           - |TM14 Scald |TM15 Frenzy Plant |TM16 Icicle Spear |TM17 Sonic Boom |TM18 Inferno |             - |         - |             - |TM22 Aqua Ring |         - |                - |         - |TM26 Spacial Rend |            - |TM28 Dig |         - |TM30 Psybeam |TM31 Splash |             - |              - |         - |              - |TM36 Diamond Storm |TM37 Cross Poison |TM38 Follow Me |                - |TM40 Sunny Day |           - |           - |TM43 Fusion Flare |TM44 Yawn |TM45 Double Slap |TM46 Smokescreen |TM47 Shadow Claw |              - |              - |               - |TM51 Fairy Wind |              - |              - |TM54 Bug Bite |        - |TM56 Megahorn |TM57 Phantom Force |                - |                   - |TM60 Iron Tail |TM61 Force Palm |TM62 Volt Tackle |              - |                 - |               - |              - |TM67 Night Daze |TM68 Quiver Dance |              - |TM70 Flash |           - |TM72 Mist |          - |                  - |               - |         - |TM77 Iron Defense |TM78 Horn Leech |               - |               - |         - |                 - |TM83 Wide Guard |              - |TM85 Giga Drain |        - |               - |           - |TM89 Weather Ball |TM90 Zap Cannon |                - |               - |TM93 Rock Slide |TM94 Rock Smash |TM95 Bug Buzz |            - |              - |            - |TM99 Ember |             - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
562 Yamask           |           - |TM02 Poison Jab |              - |               - |          - |TM06 Fire Blast |TM07 Wake-Up Slap |               - |                - |TM10 Retaliate |               - |TM12 Metronome |           - |         - |                - |TM16 Icicle Spear |TM17 Sonic Boom |           - |             - |TM20 Taunt |TM21 Electrify |             - |         - |TM24 Freeze Shock |TM25 Toxic |                - |            - |       - |         - |TM30 Psybeam |          - |TM32 Water Gun |TM33 Rock Blast |TM34 Round |TM35 Acid Armor |                 - |                - |TM38 Follow Me |                - |             - |           - |TM42 Counter |TM43 Fusion Flare |        - |               - |TM46 Smokescreen |               - |TM48 Metal Claw |TM49 Punishment |TM50 Metal Sound |TM51 Fairy Wind |              - |TM53 Hyper Beam |            - |TM55 Rest |            - |TM57 Phantom Force |TM58 Luster Purge |                   - |TM60 Iron Tail |              - |               - |TM63 Noble Roar |TM64 Light of Ruin |               - |TM66 Magic Coat |TM67 Night Daze |                - |              - |TM70 Flash |           - |TM72 Mist |TM73 Sketch |TM74 Smelling Salts |TM75 Signal Beam |         - |TM77 Iron Defense |              - |               - |TM80 Heart Stamp |         - |                 - |              - |              - |TM85 Giga Drain |TM86 Haze |TM87 Guard Split |           - |TM89 Weather Ball |TM90 Zap Cannon |                - |TM92 Magma Storm |              - |TM94 Rock Smash |            - |            - |              - |            - |TM99 Ember |             - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
563 Cofagrigus       |TM01 Confide |              - |TM03 Mega Punch |               - |TM05 Sludge |TM06 Fire Blast |                - |TM08 Comet Punch |TM09 Electro Ball |             - |               - |TM12 Metronome |           - |         - |                - |                - |              - |TM18 Inferno |TM19 Rock Tomb |         - |TM21 Electrify |TM22 Aqua Ring |TM23 Stomp |TM24 Freeze Shock |         - |                - |            - |TM28 Dig |         - |TM30 Psybeam |TM31 Splash |             - |              - |         - |TM35 Acid Armor |TM36 Diamond Storm |                - |             - |TM39 Spike Cannon |             - |           - |           - |                - |TM44 Yawn |TM45 Double Slap |TM46 Smokescreen |TM47 Shadow Claw |              - |              - |               - |              - |              - |              - |TM54 Bug Bite |TM55 Rest |TM56 Megahorn |TM57 Phantom Force |TM58 Luster Purge |TM59 Thousand Arrows |TM60 Iron Tail |TM61 Force Palm |TM62 Volt Tackle |TM63 Noble Roar |TM64 Light of Ruin |TM65 String Shot |TM66 Magic Coat |TM67 Night Daze |                - |TM69 Mega Drain |         - |TM71 Reflect |        - |          - |TM74 Smelling Salts |               - |         - |                - |              - |TM79 Double Team |               - |TM81 Quash |                 - |              - |TM84 Hyper Fang |              - |TM86 Haze |               - |           - |                - |TM90 Zap Cannon |TM91 Reflect Type |               - |TM93 Rock Slide |TM94 Rock Smash |TM95 Bug Buzz |            - |TM97 Acrobatics |TM98 Headbutt |TM99 Ember |             - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
564 Tirtouga         |           - |TM02 Poison Jab |              - |               - |          - |              - |TM07 Wake-Up Slap |               - |                - |TM10 Retaliate |TM11 Shadow Ball |TM12 Metronome |           - |TM14 Scald |TM15 Frenzy Plant |                - |              - |           - |             - |         - |             - |TM22 Aqua Ring |         - |                - |         - |TM26 Spacial Rend |            - |       - |TM29 Growl |           - |TM31 Splash |             - |TM33 Rock Blast |TM34 Round |TM35 Acid Armor |                 - |                - |             - |                - |             - |           - |TM42 Counter |                - |TM44 Yawn |TM45 Double Slap |TM46 Smokescreen |TM47 Shadow Claw |              - |TM49 Punishment |               - |              - |              - |              - |TM54 Bug Bite |TM55 Rest |TM56 Megahorn |TM57 Phantom Force |                - |TM59 Thousand Arrows |TM60 Iron Tail |              - |               - |              - |TM64 Light of Ruin |               - |              - |              - |                - |              - |         - |           - |TM72 Mist |TM73 Sketch |TM74 Smelling Salts |TM75 Signal Beam |TM76 Mimic |TM77 Iron Defense |TM78 Horn Leech |               - |               - |         - |TM82 Thunder Punch |              - |TM84 Hyper Fang |TM85 Giga Drain |TM86 Haze |               - |TM88 Psywave |TM89 Weather Ball |TM90 Zap Cannon |                - |               - |              - |TM94 Rock Smash |TM95 Bug Buzz |            - |              - |            - |         - |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
565 Carracosta       |TM01 Confide |              - |              - |               - |TM05 Sludge |TM06 Fire Blast |                - |               - |                - |TM10 Retaliate |               - |             - |           - |         - |                - |                - |TM17 Sonic Boom |TM18 Inferno |TM19 Rock Tomb |TM20 Taunt |             - |TM22 Aqua Ring |         - |TM24 Freeze Shock |TM25 Toxic |                - |TM27 Meditate |       - |TM29 Growl |TM30 Psybeam |          - |TM32 Water Gun |              - |         - |              - |                 - |                - |             - |                - |TM40 Sunny Day |TM41 Pay Day |TM42 Counter |                - |        - |               - |TM46 Smokescreen |               - |              - |              - |TM50 Metal Sound |              - |TM52 Hydro Pump |TM53 Hyper Beam |            - |        - |            - |TM57 Phantom Force |TM58 Luster Purge |                   - |             - |TM61 Force Palm |TM62 Volt Tackle |              - |TM64 Light of Ruin |               - |              - |              - |                - |              - |         - |           - |        - |TM73 Sketch |                  - |TM75 Signal Beam |         - |                - |TM78 Horn Leech |               - |TM80 Heart Stamp |TM81 Quash |TM82 Thunder Punch |TM83 Wide Guard |              - |TM85 Giga Drain |        - |               - |           - |                - |              - |TM91 Reflect Type |TM92 Magma Storm |TM93 Rock Slide |TM94 Rock Smash |            - |            - |TM97 Acrobatics |TM98 Headbutt |TM99 Ember |             - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
566 Archen           |TM01 Confide |TM02 Poison Jab |              - |               - |          - |TM06 Fire Blast |TM07 Wake-Up Slap |               - |                - |             - |               - |TM12 Metronome |           - |         - |TM15 Frenzy Plant |TM16 Icicle Spear |              - |TM18 Inferno |             - |TM20 Taunt |             - |             - |TM23 Stomp |                - |TM25 Toxic |                - |TM27 Meditate |TM28 Dig |         - |TM30 Psybeam |TM31 Splash |             - |              - |TM34 Round |TM35 Acid Armor |                 - |TM37 Cross Poison |TM38 Follow Me |TM39 Spike Cannon |             - |           - |           - |TM43 Fusion Flare |        - |               - |TM46 Smokescreen |TM47 Shadow Claw |TM48 Metal Claw |              - |               - |TM51 Fairy Wind |TM52 Hydro Pump |TM53 Hyper Beam |TM54 Bug Bite |TM55 Rest |TM56 Megahorn |                 - |TM58 Luster Purge |TM59 Thousand Arrows |             - |TM61 Force Palm |               - |              - |                 - |TM65 String Shot |TM66 Magic Coat |TM67 Night Daze |                - |              - |         - |TM71 Reflect |TM72 Mist |          - |TM74 Smelling Salts |TM75 Signal Beam |         - |TM77 Iron Defense |              - |               - |TM80 Heart Stamp |TM81 Quash |TM82 Thunder Punch |              - |TM84 Hyper Fang |              - |        - |TM87 Guard Split |TM88 Psywave |                - |              - |                - |               - |TM93 Rock Slide |              - |TM95 Bug Buzz |            - |TM97 Acrobatics |            - |         - |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
567 Archeops         |TM01 Confide |              - |              - |TM04 Aura Sphere |          - |TM06 Fire Blast |                - |               - |TM09 Electro Ball |             - |               - |             - |TM13 Amnesia |         - |TM15 Frenzy Plant |                - |TM17 Sonic Boom |TM18 Inferno |TM19 Rock Tomb |TM20 Taunt |             - |             - |         - |TM24 Freeze Shock |TM25 Toxic |                - |            - |TM28 Dig |         - |           - |          - |TM32 Water Gun |TM33 Rock Blast |TM34 Round |              - |TM36 Diamond Storm |                - |             - |TM39 Spike Cannon |TM40 Sunny Day |TM41 Pay Day |           - |                - |        - |TM45 Double Slap |               - |TM47 Shadow Claw |              - |TM49 Punishment |               - |              - |TM52 Hydro Pump |              - |            - |        - |            - |TM57 Phantom Force |                - |                   - |TM60 Iron Tail |              - |TM62 Volt Tackle |TM63 Noble Roar |                 - |TM65 String Shot |TM66 Magic Coat |              - |TM68 Quiver Dance |TM69 Mega Drain |         - |TM71 Reflect |        - |          - |TM74 Smelling Salts |TM75 Signal Beam |TM76 Mimic |TM77 Iron Defense |TM78 Horn Leech |               - |TM80 Heart Stamp |         - |TM82 Thunder Punch |TM83 Wide Guard |TM84 Hyper Fang |              - |TM86 Haze |               - |TM88 Psywave |                - |              - |TM91 Reflect Type |               - |TM93 Rock Slide |TM94 Rock Smash |TM95 Bug Buzz |TM96 Icy Wind |              - |TM98 Headbutt |TM99 Ember |             - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
568 Trubbish         |           - |TM02 Poison Jab |TM03 Mega Punch |TM04 Aura Sphere |          - |TM06 Fire Blast |                - |               - |                - |TM10 Retaliate |               - |TM12 Metronome |TM13 Amnesia |TM14 Scald |                - |                - |TM17 Sonic Boom |           - |             - |TM20 Taunt |TM21 Electrify |TM22 Aqua Ring |TM23 Stomp |                - |         - |TM26 Spacial Rend |TM27 Meditate |TM28 Dig |TM29 Growl |           - |          - |             - |TM33 Rock Blast |         - |              - |TM36 Diamond Storm |TM37 Cross Poison |             - |                - |TM40 Sunny Day |TM41 Pay Day |           - |                - |        - |               - |               - |TM47 Shadow Claw |              - |              - |TM50 Metal Sound |TM51 Fairy Wind |              - |TM53 Hyper Beam |            - |TM55 Rest |            - |                 - |TM58 Luster Purge |                   - |TM60 Iron Tail |              - |               - |TM63 Noble Roar |                 - |TM65 String Shot |TM66 Magic Coat |              - |                - |TM69 Mega Drain |         - |           - |        - |          - |                  - |               - |         - |                - |TM78 Horn Leech |TM79 Double Team |TM80 Heart Stamp |         - |TM82 Thunder Punch |TM83 Wide Guard |TM84 Hyper Fang |TM85 Giga Drain |        - |TM87 Guard Split |TM88 Psywave |                - |TM90 Zap Cannon |                - |TM92 Magma Storm |              - |              - |            - |TM96 Icy Wind |TM97 Acrobatics |TM98 Headbutt |TM99 Ember |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
569 Garbodor         |TM01 Confide |              - |              - |               - |          - |              - |TM07 Wake-Up Slap |TM08 Comet Punch |TM09 Electro Ball |             - |TM11 Shadow Ball |TM12 Metronome |TM13 Amnesia |         - |TM15 Frenzy Plant |                - |TM17 Sonic Boom |TM18 Inferno |TM19 Rock Tomb |         - |             - |             - |         - |TM24 Freeze Shock |TM25 Toxic |TM26 Spacial Rend |            - |       - |         - |           - |TM31 Splash |             - |              - |         - |              - |TM36 Diamond Storm |                - |TM38 Follow Me |TM39 Spike Cannon |             - |           - |TM42 Counter |TM43 Fusion Flare |        - |               - |               - |               - |              - |TM49 Punishment |               - |TM51 Fairy Wind |              - |              - |TM54 Bug Bite |        - |            - |                 - |TM58 Luster Purge |                   - |TM60 Iron Tail |TM61 Force Palm |TM62 Volt Tackle |              - |TM64 Light of Ruin |               - |              - |              - |TM68 Quiver Dance |              - |TM70 Flash |TM71 Reflect |        - |TM73 Sketch |                  - |TM75 Signal Beam |TM76 Mimic |TM77 Iron Defense |TM78 Horn Leech |               - |               - |         - |                 - |TM83 Wide Guard |              - |              - |TM86 Haze |               - |           - |                - |TM90 Zap Cannon |                - |TM92 Magma Storm |TM93 Rock Slide |TM94 Rock Smash |TM95 Bug Buzz |            - |TM97 Acrobatics |TM98 Headbutt |         - |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
570 Zorua            |           - |TM02 Poison Jab |TM03 Mega Punch |               - |TM05 Sludge |              - |TM07 Wake-Up Slap |TM08 Comet Punch |                - |TM10 Retaliate |TM11 Shadow Ball |             - |TM13 Amnesia |         - |TM15 Frenzy Plant |                - |TM17 Sonic Boom |           - |TM19 Rock Tomb |         - |TM21 Electrify |             - |TM23 Stomp |TM24 Freeze Shock |TM25 Toxic |                - |            - |TM28 Dig |         - |TM30 Psybeam |TM31 Splash |             - |              - |TM34 Round |              - |TM36 Diamond Storm |TM37 Cross Poison |             - |TM39 Spike Cannon |TM40 Sunny Day |           - |           - |TM43 Fusion Flare |        - |               - |TM46 Smokescreen |               - |              - |              - |               - |TM51 Fairy Wind |              - |TM53 Hyper Beam |            - |TM55 Rest |            - |TM57 Phantom Force |                - |TM59 Thousand Arrows |TM60 Iron Tail |              - |               - |TM63 Noble Roar |                 - |TM65 String Shot |              - |TM67 Night Daze |                - |TM69 Mega Drain |         - |TM71 Reflect |        - |          - |TM74 Smelling Salts |               - |         - |TM77 Iron Defense |              - |TM79 Double Team |TM80 Heart Stamp |TM81 Quash |                 - |              - |TM84 Hyper Fang |              - |        - |TM87 Guard Split |TM88 Psywave |                - |              - |TM91 Reflect Type |               - |              - |TM94 Rock Smash |TM95 Bug Buzz |TM96 Icy Wind |              - |TM98 Headbutt |TM99 Ember |             - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
571 Zoroark          |TM01 Confide |TM02 Poison Jab |TM03 Mega Punch |               - |TM05 Sludge |              - |TM07 Wake-Up Slap |               - |TM09 Electro Ball |TM10 Retaliate |               - |TM12 Metronome |TM13 Amnesia |         - |                - |                - |              - |TM18 Inferno |TM19 Rock Tomb |TM20 Taunt |TM21 Electrify |TM22 Aqua Ring |         - |TM24 Freeze Shock |         - |                - |TM27 Meditate |TM28 Dig |         - |TM30 Psybeam |TM31 Splash |TM32 Water Gun |              - |TM34 Round |              - |TM36 Diamond Storm |TM37 Cross Poison |             - |TM39 Spike Cannon |             - |           - |           - |                - |        - |TM45 Double Slap |               - |TM47 Shadow Claw |              - |TM49 Punishment |TM50 Metal Sound |TM51 Fairy Wind |TM52 Hydro Pump |TM53 Hyper Beam |TM54 Bug Bite |TM55 Rest |TM56 Megahorn |                 - |                - |TM59 Thousand Arrows |             - |              - |TM62 Volt Tackle |              - |TM64 Light of Ruin |               - |TM66 Magic Coat |TM67 Night Daze |TM68 Quiver Dance |              - |TM70 Flash |           - |        - |          - |                  - |               - |TM76 Mimic |TM77 Iron Defense |              - |               - |               - |TM81 Quash |                 - |              - |TM84 Hyper Fang |              - |TM86 Haze |TM87 Guard Split |TM88 Psywave |                - |              - |                - |               - |TM93 Rock Slide |              - |TM95 Bug Buzz |            - |              - |TM98 Headbutt |TM99 Ember |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
572 Minccino         |TM01 Confide |              - |              - |TM04 Aura Sphere |          - |TM06 Fire Blast |                - |               - |                - |TM10 Retaliate |TM11 Shadow Ball |             - |           - |         - |TM15 Frenzy Plant |TM16 Icicle Spear |              - |           - |TM19 Rock Tomb |TM20 Taunt |TM21 Electrify |             - |         - |TM24 Freeze Shock |         - |TM26 Spacial Rend |            - |       - |         - |           - |          - |TM32 Water Gun |TM33 Rock Blast |         - |TM35 Acid Armor |                 - |TM37 Cross Poison |             - |TM39 Spike Cannon |             - |           - |           - |TM43 Fusion Flare |TM44 Yawn |TM45 Double Slap |TM46 Smokescreen |               - |TM48 Metal Claw |              - |TM50 Metal Sound |              - |TM52 Hydro Pump |TM53 Hyper Beam |TM54 Bug Bite |        - |TM56 Megahorn |                 - |                - |TM59 Thousand Arrows |TM60 Iron Tail |TM61 Force Palm |TM62 Volt Tackle |TM63 Noble Roar |TM64 Light of Ruin |               - |TM66 Magic Coat |              - |TM68 Quiver Dance |TM69 Mega Drain |TM70 Flash |           - |TM72 Mist |          - |TM74 Smelling Salts |               - |TM76 Mimic |TM77 Iron Defense |              - |TM79 Double Team |               - |         - |                 - |TM83 Wide Guard |              - |              - |        - |TM87 Guard Split |           - |                - |TM90 Zap Cannon |                - |TM92 Magma Storm |TM93 Rock Slide |              - |TM95 Bug Buzz |TM96 Icy Wind |TM97 Acrobatics |TM98 Headbutt |TM99 Ember |             - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
573 Cinccino         |           - |              - |              - |               - |          - |              - |TM07 Wake-Up Slap |               - |                - |TM10 Retaliate |               - |TM12 Metronome |TM13 Amnesia |TM14 Scald |                - |                - |              - |TM18 Inferno |TM19 Rock Tomb |TM20 Taunt |             - |TM22 Aqua Ring |         - |TM24 Freeze Shock |TM25 Toxic |                - |TM27 Meditate |TM28 Dig |         - |           - |TM31 Splash |             - |TM33 Rock Blast |         - |              - |                 - |                - |             - |TM39 Spike Cannon |             - |           - |TM42 Counter |TM43 Fusion Flare |TM44 Yawn |               - |               - |               - |              - |TM49 Punishment |               - |              - |              - |TM53 Hyper Beam |            - |TM55 Rest |TM56 Megahorn |TM57 Phantom Force |                - |TM59 Thousand Arrows |             - |              - |TM62 Volt Tackle |TM63 Noble Roar |                 - |TM65 String Shot |TM66 Magic Coat |TM67 Night Daze |TM68 Quiver Dance |              - |TM70 Flash |TM71 Reflect |TM72 Mist |          - |TM74 Smelling Salts |TM75 Signal Beam |         - |TM77 Iron Defense |              - |               - |               - |         - |TM82 Thunder Punch |              - |TM84 Hyper Fang |              - |TM86 Haze |TM87 Guard Split |           - |                - |TM90 Zap Cannon |TM91 Reflect Type |TM92 Magma Storm |              - |              - |            - |TM96 Icy Wind |              - |            - |TM99 Ember |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
574 Gothita          |           - |              - |              - |TM04 Aura Sphere |          - |TM06 Fire Blast |TM07 Wake-Up Slap |               - |                - |TM10 Retaliate |TM11 Shadow Ball |TM12 Metronome |           - |         - |                - |                - |              - |TM18 Inferno |TM19 Rock Tomb |         - |TM21 Electrify |             - |         - |                - |         - |                - |            - |TM28 Dig |TM29 Growl |           - |TM31 Splash |             - |              - |TM34 Round |              - |TM36 Diamond Storm |TM37 Cross Poison |TM38 Follow Me |TM39 Spike Cannon |             - |           - |TM42 Counter |TM43 Fusion Flare |        - |               - |               - |               - |              - |TM49 Punishment |               - |              - |TM52 Hydro Pump |              - |TM54 Bug Bite |        - |TM56 Megahorn |TM57 Phantom Force |                - |                   - |TM60 Iron Tail |TM61 Force Palm |TM62 Volt Tackle |              - |TM64 Light of Ruin |               - |TM66 Magic Coat |TM67 Night Daze |TM68 Quiver Dance |TM69 Mega Drain |TM70 Flash |TM71 Reflect |        - |          - |                  - |TM75 Signal Beam |         - |                - |TM78 Horn Leech |TM79 Double Team |TM80 Heart Stamp |         - |                 - |TM83 Wide Guard |TM84 Hyper Fang |              - |TM86 Haze |               - |TM88 Psywave |                - |              - |TM91 Reflect Type |TM92 Magma Storm |              - |TM94 Rock Smash |TM95 Bug Buzz |            - |TM97 Acrobatics |            - |TM99 Ember |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
575 Gothorita        |           - |TM02 Poison Jab |TM03 Mega Punch |TM04 Aura Sphere |          - |TM06 Fire Blast |TM07 Wake-Up Slap |TM08 Comet Punch |TM09 Electro Ball |TM10 Retaliate |               - |TM12 Metronome |           - |TM14 Scald |TM15 Frenzy Plant |TM16 Icicle Spear |TM17 Sonic Boom |TM18 Inferno |             - |         - |             - |             - |         - |TM24 Freeze Shock |TM25 Toxic |TM26 Spacial Rend |TM27 Meditate |TM28 Dig |TM29 Growl |TM30 Psybeam |          - |             - |TM33 Rock Blast |TM34 Round |              - |TM36 Diamond Storm |                - |TM38 Follow Me |TM39 Spike Cannon |             - |           - |           - |TM43 Fusion Flare |        - |TM45 Double Slap |               - |TM47 Shadow Claw |TM48 Metal Claw |              - |TM50 Metal Sound |TM51 Fairy Wind |TM52 Hydro Pump |              - |            - |TM55 Rest |            - |TM57 Phantom Force |TM58 Luster Purge |TM59 Thousand Arrows |TM60 Iron Tail |              - |               - |              - |TM64 Light of Ruin |TM65 String Shot |              - |TM67 Night Daze |                - |TM69 Mega Drain |         - |TM71 Reflect |TM72 Mist |          - |TM74 Smelling Salts |               - |TM76 Mimic |TM77 Iron Defense |TM78 Horn Leech |TM79 Double Team |TM80 Heart Stamp |TM81 Quash |TM82 Thunder Punch |              - |TM84 Hyper Fang |              - |TM86 Haze |TM87 Guard Split |TM88 Psywave |                - |TM90 Zap Cannon |                - |TM92 Magma Storm |TM93 Rock Slide |              - |            - |            - |              - |TM98 Headbutt |TM99 Ember |TM100 Low Sweep |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
